carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
1.22,5,62.2,57.0,9633,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,3,61.74514655500572,57.0,2975,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,5,61.9,56.0,2756,1,0,0,0,0,0,0,1,0,0,0,0,0
0.76,3,59.3,63.0,2036,0,0,0,0,0,1,0,0,0,1,0,0,0
0.3,4,62.7,59.0,1013,0,0,1,0,0,0,0,0,0,0,0,1,0
0.52,5,60.9,57.0,2111,0,0,0,0,1,0,1,0,0,0,0,0,0
0.73,4,61.5,58.0,2351,0,0,0,0,1,0,0,0,0,0,0,0,1
0.71,5,61.0,56.0,2505,0,0,0,0,0,0,0,0,1,0,0,0,0
3.51,4,62.5,59.0,18701,0,0,0,0,0,1,0,0,0,0,1,0,0
1.5,5,61.4,59.0,13428,0,0,1,0,0,0,0,0,0,0,1,0,0
1.05,5,62.6,56.0,4466,0,0,0,0,1,0,0,1,0,0,0,0,0
1.23,5,60.6,57.0,5951,0,0,0,1,0,0,0,0,1,0,0,0,0
0.28,5,62.0,55.0,586,0,0,0,1,0,0,0,0,0,0,0,1,0
0.34,4,60.4,60.0,1033,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,5,62.5,56.0,827,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,5,61.3,57.0,4862,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1,65.8,58.0,3348,0,0,0,0,1,0,0,0,1,0,0,0,0
0.92,4,61.7,57.0,4637,1,0,0,0,0,0,0,1,0,0,0,0,0
0.46,5,62.4,56.0,1298,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42,5,62.0,56.0,1400,1,0,0,0,0,0,0,0,0,0,0,1,0
0.27,3,62.0,55.0,591,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,3,61.74514655500572,54.0,4630,1,0,0,0,0,0,0,0,1,0,0,0,0
1.04,4,58.6,59.0,6765,1,0,0,0,0,0,0,0,0,1,0,0,0
1.36,4,62.7,58.0,5963,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,4,59.6,62.0,3767,0,0,0,0,1,0,0,0,1,0,0,0,0
1.5,4,60.0,58.0,11795,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,5,61.74514655500572,57.0,878,0,0,1,0,0,0,0,0,0,0,0,0,1
0.37,5,61.5,57.0,681,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,5,61.7,58.0,5426,0,0,0,0,0,0,0,0,1,0,0,0,0
1.54,4,63.0,59.0,8176,0,0,1,0,0,0,0,1,0,0,0,0,0
0.78,5,59.7,57.0,2431,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,3,61.1,57.0,1098,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,3,62.1,58.0,10019,0,0,1,0,0,0,0,1,0,0,0,0,0
0.48,3,62.7,58.5,1349,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,3,63.2,57.0,2353,0,0,1,0,0,0,0,0,0,0,1,0,0
0.53,5,61.8,56.0,1812,0,1,0,0,0,0,0,0,0,1,0,0,0
0.58,5,61.7,57.0,1683,1,0,0,0,0,0,0,0,0,0,1,0,0
1.08,3,63.2,57.0,4318,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,1,61.74514655500572,63.0,2002,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,4,62.0,59.0,2913,0,0,0,0,1,0,0,0,1,0,0,0,0
0.44,5,61.1,56.0,1924,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,2,63.5,59.0,4759,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,4,62.5,60.0,5312,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,2,64.2,56.0,882,1,0,0,0,0,0,0,1,0,0,0,0,0
0.25,5,61.1,58.0,595,0,1,0,0,0,0,0,0,0,1,0,0,0
1.51,5,61.7,55.0,14482,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,3,62.0,55.0,647,0,0,0,0,0,1,0,0,0,1,0,0,0
0.83,4,61.3,58.0,2990,0,0,0,0,0,0,0,1,0,0,0,0,0
2.18,4,61.2,60.0,18717,0,1,0,0,0,0,0,1,0,0,0,0,0
1.16,5,59.9,57.0,10368,0,0,1,0,0,0,1,0,0,0,0,0,0
1.06,5,60.2,57.0,6945,0,0,0,0,1,0,0,0,0,0,0,1,0
1.54,5,62.5,57.0,15197,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,2,63.4,56.0,552,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,5,61.74514655500572,58.0,951,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,4,58.4,59.0,4855,0,1,0,0,0,0,0,1,0,0,0,0,0
0.27,5,62.2,56.0,799,0,0,0,0,0,0,0,0,0,0,0,1,0
1.11,5,61.4,57.0,6962,0,0,0,1,0,0,0,0,0,0,0,0,1
0.51,3,62.7,59.0,1243,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,3,63.6,57.0,3718,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,2,63.1,57.0,2390,0,0,0,0,1,0,0,0,0,1,0,0,0
1.23,5,61.4,56.0,6509,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,5,61.9,55.0,1079,1,0,0,0,0,0,0,0,0,1,0,0,0
0.35,5,62.3,55.0,706,0,1,0,0,0,0,0,0,0,0,1,0,0
1.05,5,61.9,56.0,6486,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,5,62.3,55.0,3936,0,0,1,0,0,0,0,0,1,0,0,0,0
1.04,5,61.8,56.0,7467,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,5,61.4,54.0,962,0,0,1,0,0,0,0,0,0,0,0,0,1
1.13,4,62.0,57.0,5650,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,5,62.4,57.0,663,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,5,61.2,57.0,3140,0,0,1,0,0,0,0,0,0,1,0,0,0
0.56,4,60.0,60.0,1208,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,5,61.6,55.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
0.34,2,63.3,56.0,490,0,0,0,1,0,0,0,1,0,0,0,0,0
0.57,5,62.4,56.0,1754,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,3,59.7,56.9,2403,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4,60.4,58.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
1.52,5,62.8,55.0,14038,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,3,63.2,52.0,6115,0,0,0,0,1,0,0,0,1,0,0,0,0
1.51,5,61.74514655500572,56.0,8203,0,0,0,0,0,1,0,0,0,0,1,0,0
0.31,5,61.7,53.0,800,1,0,0,0,0,0,0,0,0,1,0,0,0
1.21,3,62.6,59.0,8969,0,0,0,0,0,0,0,0,0,0,1,0,0
0.82,2,61.8,56.0,3050,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,5,62.4,55.0,1170,0,0,0,0,1,0,0,1,0,0,0,0,0
1.6,4,61.9,58.0,10064,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,5,61.5,55.0,6989,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,2,64.3,56.0,1442,0,0,0,0,0,1,0,1,0,0,0,0,0
2.01,4,60.6,62.0,16733,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,1,65.1,57.0,4312,0,0,0,1,0,0,0,0,0,0,0,0,1
1.31,2,63.8,56.0,4864,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,3,60.1,57.0,2316,0,0,0,0,1,0,0,0,0,0,1,0,0
0.43,3,62.9,56.0,863,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,5,62.0,55.0,505,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,5,61.4,59.0,2780,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,5,62.1,54.0,942,0,0,0,0,0,0,0,0,0,0,1,0,0
0.74,5,61.9,55.0,3130,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,5,62.1,55.0,605,0,1,0,0,0,0,0,0,0,0,1,0,0
0.81,5,61.74514655500572,56.0,2789,0,0,1,0,0,0,0,0,1,0,0,0,0
1.52,5,60.7,60.0,10392,0,0,0,0,1,0,0,0,0,1,0,0,0
0.35,3,61.7,58.0,583,0,1,0,0,0,0,0,1,0,0,0,0,0
1.07,3,59.9,55.0,9681,0,0,0,0,0,0,0,0,0,1,0,0,0
1.51,3,60.4,58.0,9178,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,4,60.5,59.0,648,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,4,61.6,59.0,5166,0,0,0,1,0,0,0,0,0,0,1,0,0
1.14,5,62.3,56.0,7948,0,0,1,0,0,0,0,0,0,1,0,0,0
1.14,4,60.4,59.0,4884,0,0,1,0,0,0,0,0,1,0,0,0,0
1.02,2,63.1,60.0,3051,1,0,0,0,0,0,0,0,0,0,0,0,0
1.11,2,58.3,62.0,5361,0,0,0,0,0,1,1,0,0,0,0,0,0
0.5,4,61.3,59.0,1710,0,1,0,0,0,0,0,0,0,1,0,0,0
0.23,3,61.1,60.0,530,1,0,0,0,0,0,0,0,0,0,0,1,0
0.73,5,61.3,57.0,2869,0,0,1,0,0,0,0,0,0,0,0,0,1
0.38,4,61.2,60.0,967,0,0,0,1,0,0,0,0,0,0,0,1,0
1.5,3,60.4,61.0,8590,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,5,62.1,53.6,652,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,4,62.1,60.0,5988,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,4,62.5,61.0,2202,0,0,0,0,1,0,0,0,0,1,0,0,0
0.34,3,63.4,55.0,714,1,0,0,0,0,0,0,1,0,0,0,0,0
1.22,5,62.2,56.0,6541,0,0,0,1,0,0,0,1,0,0,0,0,0
1.22,5,62.7,57.0,6343,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,5,61.7,57.0,955,0,1,0,0,0,0,0,0,0,0,0,1,0
1.01,4,62.3,58.0,5090,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8,5,61.9,56.0,6004,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,3,62.8,58.0,12874,0,0,0,1,0,0,0,0,0,0,1,0,0
0.74,5,62.9,54.0,2723,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,5,61.9,54.0,891,0,0,1,0,0,0,1,0,0,0,0,0,0
0.56,3,62.0,63.0,956,0,0,0,1,0,0,0,0,1,0,0,0,0
0.52,5,61.3,54.0,1646,1,0,0,0,0,0,0,0,0,0,1,0,0
0.55,4,61.74514655500572,59.0,1551,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,5,62.1,56.0,702,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,5,60.6,56.0,829,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,3,60.5,56.0,834,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,4,62.1,57.0,2185,1,0,0,0,0,0,0,0,0,0,0,0,1
0.23,5,61.9,54.0,404,0,0,1,0,0,0,0,0,0,1,0,0,0
1.16,5,62.0,55.0,12989,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,5,60.9,57.0,1832,0,0,0,0,0,1,0,0,1,0,0,0,0
0.32,5,61.74514655500572,55.0,648,0,0,0,1,0,0,0,0,0,0,1,0,0
1.04,5,62.2,56.0,9115,0,1,0,0,0,0,0,0,0,0,0,0,1
1.03,2,59.3,58.0,4671,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,3,59.4,63.0,5322,1,0,0,0,0,0,0,1,0,0,0,0,0
1.56,4,62.6,58.0,12226,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6,5,61.5,56.0,1830,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,2,63.5,54.0,935,1,0,0,0,0,0,0,0,0,1,0,0,0
0.53,5,62.6,57.0,1412,0,0,0,1,0,0,0,0,0,0,1,0,0
1.26,1,64.9,60.0,3881,0,0,0,1,0,0,0,0,1,0,0,0,0
0.32,3,62.6,55.0,461,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,5,61.4,56.0,621,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5,61.6,56.0,2319,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,2,62.8,61.0,641,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,3,63.2,61.0,1097,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,5,61.7,56.0,809,0,1,0,0,0,0,0,0,0,0,0,1,0
1.01,2,60.6,61.0,4242,0,0,0,1,0,0,0,1,0,0,0,0,0
0.39,3,62.4,56.0,787,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,5,61.9,54.0,420,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9,4,61.3,59.0,4082,0,0,0,1,0,0,0,0,0,0,1,0,0
0.43,3,63.1,56.0,948,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,4,62.2,58.0,1720,0,1,0,0,0,0,0,0,0,0,1,0,0
0.32,5,61.4,55.0,814,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3,4,61.3,59.0,956,1,0,0,0,0,0,0,0,0,0,0,1,0
1.51,1,58.0,67.0,11263,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4,3,61.2,55.0,772,0,0,0,0,0,1,0,0,0,0,0,1,0
1.21,2,63.8,58.0,5597,0,0,1,0,0,0,0,1,0,0,0,0,0
0.54,5,61.0,56.0,1173,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,4,62.5,61.0,4017,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,2,63.6,61.0,3701,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,4,60.8,59.0,1163,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,4,62.7,54.0,648,0,0,0,1,0,0,0,0,0,0,1,0,0
0.51,2,63.7,55.0,1259,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,3,63.2,58.0,572,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,4,62.3,56.0,4502,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,5,61.3,56.0,1107,0,0,0,0,1,0,0,0,0,0,0,1,0
0.74,3,60.3,58.0,2277,0,0,0,0,0,1,1,0,0,0,0,0,0
0.38,4,59.9,60.0,898,0,0,0,0,1,0,0,0,0,1,0,0,0
0.46,5,62.5,56.0,953,0,1,0,0,0,0,0,1,0,0,0,0,0
1.04,5,61.3,54.0,4550,0,0,0,0,0,1,0,0,0,0,1,0,0
1.62,4,62.3,58.0,13578,0,0,1,0,0,0,0,0,0,0,1,0,0
1.18,5,61.9,56.0,8556,0,0,1,0,0,0,0,0,0,1,0,0,0
0.35,5,61.9,56.0,905,1,0,0,0,0,0,0,0,0,0,0,1,0
0.33,4,60.9,58.0,743,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,3,61.74514655500572,59.0,3592,0,0,0,0,0,1,0,0,1,0,0,0,0
0.43,3,59.1,60.0,867,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,2,62.4,61.0,8517,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,2,57.2,63.0,2401,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,4,61.74514655500572,56.0,2840,0,1,0,0,0,0,0,0,0,0,1,0,0
1.14,5,61.4,55.0,4906,0,0,0,0,0,1,0,0,0,0,1,0,0
0.5,5,61.0,57.0,1266,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,3,63.1,56.0,2421,1,0,0,0,0,0,0,1,0,0,0,0,0
1.51,3,62.1,55.0,11302,0,1,0,0,0,0,0,1,0,0,0,0,0
0.33,4,60.0,61.0,743,0,0,0,1,0,0,0,0,0,1,0,0,0
1.26,5,62.5,57.0,8256,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,3,59.4,59.0,1420,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4,62.3,57.0,945,0,1,0,0,0,0,0,1,0,0,0,0,0
0.43,3,59.1,58.0,931,0,0,0,0,0,0,0,0,0,0,1,0,0
1.12,4,62.2,60.0,5363,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,3,59.1,60.0,6762,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,4,59.6,60.0,1378,0,1,0,0,0,0,0,1,0,0,0,0,0
1.11,5,60.6,56.0,5962,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5,61.7,55.0,3612,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5,61.9,53.2,2240,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,3,60.6,56.0,6733,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3,5,61.4,57.0,863,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,3,63.9,57.0,4321,1,0,0,0,0,0,0,0,1,0,0,0,0
1.04,4,59.2,58.0,4484,1,0,0,0,0,0,0,0,1,0,0,0,0
0.47,2,65.1,59.0,1031,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,3,61.8,61.0,4068,0,0,0,0,0,0,0,1,0,0,0,0,0
0.74,5,61.9,55.0,4383,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2,5,61.8,56.0,16256,1,0,0,0,0,0,0,0,0,0,0,1,0
1.7,3,62.8,57.0,14137,0,0,0,1,0,0,0,0,0,1,0,0,0
0.54,2,63.2,57.0,1249,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4,62.0,58.0,911,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,3,61.5,57.0,3503,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,3,60.0,62.0,4195,0,0,1,0,0,0,0,0,1,0,0,0,0
0.35,5,62.1,56.0,984,1,0,0,0,0,0,0,0,0,0,1,0,0
0.56,5,62.2,57.0,1417,0,0,0,0,1,0,0,0,0,0,1,0,0
0.65,3,62.0,58.0,1828,0,0,1,0,0,0,0,1,0,0,0,0,0
0.24,3,62.4,54.0,608,1,0,0,0,0,0,0,0,0,0,0,0,1
1.09,5,62.2,55.0,7961,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,5,62.0,55.0,11189,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,5,59.9,58.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
1.02,5,62.0,56.0,11167,0,0,0,0,0,0,0,0,0,0,0,0,1
1.21,4,62.7,58.0,8774,0,0,1,0,0,0,0,0,0,1,0,0,0
0.75,5,62.3,57.0,2744,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,3,63.1,55.0,984,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,3,59.7,57.0,5533,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,5,60.9,57.0,852,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,4,59.7,59.0,1138,0,0,1,0,0,0,0,0,0,0,0,0,0
0.77,3,61.2,56.0,2001,0,0,0,0,0,1,0,0,1,0,0,0,0
0.75,4,60.4,58.0,2415,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,4,61.3,60.0,792,0,1,0,0,0,0,0,1,0,0,0,0,0
1.04,3,62.8,57.0,4564,0,0,0,1,0,0,0,1,0,0,0,0,0
0.42,5,61.9,56.0,921,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4,4,60.8,59.0,1323,0,1,0,0,0,0,0,0,0,0,0,1,0
1.5,4,62.7,58.0,14157,0,0,1,0,0,0,0,0,0,0,0,0,1
0.79,5,61.5,56.0,2896,0,0,0,0,0,0,0,1,0,0,0,0,0
1.6,3,63.1,58.0,10078,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,2,63.3,55.0,544,1,0,0,0,0,0,0,1,0,0,0,0,0
1.7,5,62.9,57.0,7664,0,0,0,1,0,0,0,0,1,0,0,0,0
1.26,5,62.6,55.0,6350,0,0,0,0,1,0,0,0,0,0,1,0,0
0.54,4,62.4,55.0,1637,0,0,0,1,0,0,0,0,0,1,0,0,0
0.37,5,61.3,56.0,997,0,1,0,0,0,0,0,0,0,0,0,1,0
0.42,2,61.2,64.0,1164,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,3,61.9,55.0,541,0,0,0,1,0,0,0,0,0,1,0,0,0
1.7,3,61.9,59.0,8870,0,0,0,0,0,1,0,1,0,0,0,0,0
0.33,4,60.9,56.0,743,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,4,62.3,59.0,8431,0,0,0,0,1,0,0,0,0,0,1,0,0
1.1,3,61.2,61.0,4640,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,5,61.8,56.0,4770,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4,60.7,59.0,741,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,3,63.0,59.0,13372,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,5,62.7,54.0,579,0,0,0,0,1,0,0,0,0,0,0,0,1
2.14,4,61.7,58.0,16390,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,5,61.9,55.0,1932,0,0,0,0,0,1,0,0,0,1,0,0,0
0.8,4,62.6,58.0,4193,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,1,58.6,66.0,790,0,0,1,0,0,0,0,0,0,0,0,1,0
0.72,5,61.3,56.0,3759,0,1,0,0,0,0,0,0,0,1,0,0,0
1.53,3,62.6,57.0,12386,1,0,0,0,0,0,0,1,0,0,0,0,0
1.18,3,61.7,57.0,7093,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,3,63.1,57.0,6936,0,0,1,0,0,0,0,0,0,1,0,0,0
0.6,3,60.0,56.0,1841,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,5,61.2,59.0,742,0,0,0,0,0,0,0,0,0,1,0,0,0
1.02,4,61.0,58.0,5666,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,1,62.5,59.0,1069,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4,4,60.7,58.0,877,0,0,1,0,0,0,0,0,0,1,0,0,0
0.76,4,60.9,59.0,2631,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,3,62.9,58.0,666,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,5,61.8,55.0,720,0,0,0,1,0,0,0,0,0,1,0,0,0
0.94,1,66.0,50.1,3353,0,0,0,1,0,0,0,0,1,0,0,0,0
0.51,5,60.9,56.0,1656,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,5,61.6,56.0,1125,1,0,0,0,0,0,0,0,0,1,0,0,0
0.33,5,61.8,54.0,681,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,5,61.6,57.0,828,0,1,0,0,0,0,0,0,0,0,1,0,0
1.15,3,62.2,59.0,5587,0,0,1,0,0,0,0,1,0,0,0,0,0
1.7,3,63.8,55.0,9745,0,0,0,1,0,0,0,0,1,0,0,0,0
0.34,1,64.5,57.0,497,0,0,0,0,0,1,0,1,0,0,0,0,0
0.59,3,62.9,55.0,1622,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,5,61.4,55.0,863,0,1,0,0,0,0,0,0,0,0,1,0,0
0.53,5,62.3,53.0,1113,0,0,1,0,0,0,0,0,1,0,0,0,0
0.35,5,60.9,57.0,552,0,0,0,0,1,0,0,0,0,1,0,0,0
2.02,5,62.5,54.0,17245,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,2,61.2,56.0,6825,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,4,61.3,59.0,927,0,0,1,0,0,0,0,0,0,0,0,0,1
1.29,4,62.4,58.0,9354,0,0,1,0,0,0,0,0,0,1,0,0,0
2.01,5,62.3,57.0,12607,0,0,0,0,0,1,0,1,0,0,0,0,0
0.3,5,61.2,57.0,655,0,0,0,1,0,0,0,0,0,0,0,1,0
0.27,5,61.5,55.0,490,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,4,61.74514655500572,59.0,4687,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,5,62.1,56.0,2290,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,5,63.0,56.0,5656,0,1,0,0,0,0,0,1,0,0,0,0,0
2.01,3,64.4,56.0,16811,0,0,0,0,1,0,0,0,0,1,0,0,0
1.14,5,61.9,57.0,7819,0,1,0,0,0,0,0,0,0,0,1,0,0
1.03,5,61.3,56.0,11365,0,1,0,0,0,0,1,0,0,0,0,0,0
1.76,5,62.0,57.0,11722,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,3,63.5,57.0,4012,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,3,63.5,59.0,2858,1,0,0,0,0,0,0,0,0,0,1,0,0
0.56,5,61.3,55.0,2032,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,4,61.2,59.0,7982,0,1,0,0,0,0,0,0,0,1,0,0,0
0.73,5,61.2,56.0,2835,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,3,60.9,59.0,949,1,0,0,0,0,0,1,0,0,0,0,0,0
0.32,5,62.0,56.0,828,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,2,63.1,58.0,1875,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,3,56.9,62.0,2177,0,1,0,0,0,0,0,0,1,0,0,0,0
1.04,4,61.74514655500572,60.0,4290,0,0,0,0,1,0,0,1,0,0,0,0,0
2.01,5,59.3,58.0,17403,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,5,61.2,55.0,5804,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6,4,60.8,59.0,2376,0,0,0,1,0,0,0,0,0,1,0,0,0
1.94,3,60.2,58.0,14489,0,0,0,0,1,0,0,0,0,0,1,0,0
1.05,3,60.2,58.0,7276,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,5,61.9,54.0,880,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,5,61.6,55.0,1654,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,2,61.5,63.0,1899,0,0,0,1,0,0,0,0,1,0,0,0,0
0.92,4,61.2,62.0,4600,1,0,0,0,0,0,0,0,0,0,1,0,0
1.71,2,63.7,54.0,6971,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,5,61.1,56.0,675,0,0,0,0,1,0,1,0,0,0,0,0,0
1.54,5,60.9,56.4,9452,0,0,0,1,0,0,0,0,1,0,0,0,0
0.34,5,62.5,55.0,880,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,4,61.7,57.0,961,0,0,1,0,0,0,0,0,0,1,0,0,0
0.92,5,61.2,56.0,5805,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,3,61.4,58.0,687,1,0,0,0,0,0,0,1,0,0,0,0,0
0.93,3,62.8,59.0,4351,0,0,0,1,0,0,0,0,0,0,1,0,0
0.35,3,61.9,61.0,716,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,5,61.4,55.0,9596,0,0,0,0,0,0,0,0,0,0,1,0,0
2.06,2,60.2,64.0,15046,0,0,0,0,1,0,0,0,0,0,1,0,0
1.12,3,60.9,57.0,8962,0,0,1,0,0,0,1,0,0,0,0,0,0
0.55,3,63.1,56.0,2102,0,1,0,0,0,0,0,0,0,0,0,0,1
0.76,4,58.8,59.0,2790,0,0,0,0,1,0,0,0,0,0,0,1,0
1.6,4,62.2,58.0,11818,0,0,1,0,0,0,0,1,0,0,0,0,0
0.97,4,58.9,58.0,4020,0,1,0,0,0,0,0,0,1,0,0,0,0
